Hit	DB	Accession	Description	Organism	Length	Score(Bits)	Identities(%)	Positives(%)	E()
145	TR	A0A2Y9LUU8	Breast cancer type 1 susceptibility protein homolog OS=Delphinapterus leucas OX=9749 GN=BRCA1 PE=4 SV=1	Delphinapterus leucas	1865	7089	76.5	84.9	0.0
146	TR	A0A2Y9M7W4	Breast cancer type 1 susceptibility protein homolog OS=Delphinapterus leucas OX=9749 GN=BRCA1 PE=4 SV=1	Delphinapterus leucas	1865	7088	76.5	84.8	0.0
147	TR	A0A341B8W8	Breast cancer type 1 susceptibility protein homolog OS=Neophocaena asiaeorientalis asiaeorientalis OX=1706337 GN=BRCA1 PE=4 SV=1	Neophocaena asiaeorientalis asiaeorientalis	1869	7079	76.2	84.7	0.0
148	TR	A0A341B8W3	Breast cancer type 1 susceptibility protein homolog OS=Neophocaena asiaeorientalis asiaeorientalis OX=1706337 GN=BRCA1 PE=4 SV=1	Neophocaena asiaeorientalis asiaeorientalis	1869	7078	76.3	84.6	0.0
149	TR	A0A5E4B8Q8	Breast cancer type 1 susceptibility protein homolog OS=Marmota monax OX=9995 GN=MONAX_5E031740 PE=4 SV=1	Marmota monax	1870	7074	75.1	84.3	0.0
150	TR	A0A6P6HDV9	Breast cancer type 1 susceptibility protein homolog OS=Puma concolor OX=9696 GN=BRCA1 PE=4 SV=1	Puma concolor	1874	7068	75.7	84.2	0.0
151	TR	A0A6J1YI62	Breast cancer type 1 susceptibility protein homolog OS=Acinonyx jubatus OX=32536 GN=BRCA1 PE=4 SV=1	Acinonyx jubatus	1874	7067	75.7	84.1	0.0
152	TR	Q5YLB2	Breast cancer type 1 susceptibility protein OS=Homo sapiens OX=9606 PE=1 SV=1	Homo sapiens	1399	7066	100.0	100.0	0.0
153	TR	A0A3Q2HME7	Breast cancer type 1 susceptibility protein homolog OS=Equus caballus OX=9796 GN=BRCA1 PE=4 SV=2	Equus caballus	1858	7065	76.1	85.4	0.0
154	TR	A0A485MM94	Breast cancer type 1 susceptibility protein homolog OS=Lynx pardinus OX=191816 GN=LYPA_23C001765 PE=4 SV=1	Lynx pardinus	1874	7063	75.7	84.2	0.0
155	TR	A0A8C9CC72	Breast cancer type 1 susceptibility protein homolog OS=Phocoena sinus OX=42100 GN=BRCA1 PE=4 SV=1	Phocoena sinus	1865	7057	76.2	84.5	0.0
156	TR	A0A8C5YGP6	Breast cancer type 1 susceptibility protein homolog OS=Microcebus murinus OX=30608 GN=BRCA1 PE=4 SV=1	Microcebus murinus	1770	7057	77.2	84.8	0.0
157	TR	A0ABM3P9Y4	Breast cancer type 1 susceptibility protein homolog OS=Acinonyx jubatus OX=32536 GN=BRCA1 PE=4 SV=1	Acinonyx jubatus	1873	7051	75.7	84.0	0.0
158	TR	A0A6J1YJN8	Breast cancer type 1 susceptibility protein homolog OS=Acinonyx jubatus OX=32536 GN=BRCA1 PE=4 SV=1	Acinonyx jubatus	1873	7050	75.7	84.0	0.0
159	TR	A0A485MNH2	Breast cancer type 1 susceptibility protein homolog OS=Lynx pardinus OX=191816 GN=LYPA_23C001765 PE=4 SV=1	Lynx pardinus	1873	7047	75.6	84.1	0.0
160	TR	A0A485MLZ5	Breast cancer type 1 susceptibility protein homolog OS=Lynx pardinus OX=191816 GN=LYPA_23C001765 PE=4 SV=1	Lynx pardinus	1873	7046	75.6	84.1	0.0
161	TR	A0A2U4BPI0	Breast cancer type 1 susceptibility protein homolog OS=Tursiops truncatus OX=9739 GN=BRCA1 PE=4 SV=2	Tursiops truncatus	1862	7041	76.2	84.5	0.0
162	TR	A0ABM3P9Y8	Breast cancer type 1 susceptibility protein homolog OS=Acinonyx jubatus OX=32536 GN=BRCA1 PE=4 SV=1	Acinonyx jubatus	1872	7034	75.6	83.9	0.0
163	TR	A0ABI7WXB7	Breast cancer type 1 susceptibility protein homolog OS=Felis catus OX=9685 GN=BRCA1 PE=4 SV=1	Felis catus	1873	7032	75.5	84.0	0.0
164	TR	A0A2U4BP61	Breast cancer type 1 susceptibility protein homolog OS=Tursiops truncatus OX=9739 GN=BRCA1 PE=4 SV=2	Tursiops truncatus	1861	7025	76.1	84.4	0.0
165	TR	A0A2U4BPC8	Breast cancer type 1 susceptibility protein homolog OS=Tursiops truncatus OX=9739 GN=BRCA1 PE=4 SV=2	Tursiops truncatus	1861	7024	76.2	84.4	0.0
166	TR	A0ACM7EC90	Breast cancer type 1 susceptibility protein isoform X4 OS=Tursiops truncatus OX=9739 GN=BRCA1 PE=4 SV=1	Tursiops truncatus	1860	7008	76.1	84.3	0.0
167	TR	A0ABM0QP52	Breast cancer type 1 susceptibility protein homolog OS=Galeopterus variegatus OX=482537 GN=BRCA1 PE=4 SV=1	Galeopterus variegatus	1780	6999	76.3	84.7	0.0
168	TR	A0ABI7WXH6	Breast cancer type 1 susceptibility protein homolog OS=Felis catus OX=9685 GN=BRCA1 PE=4 SV=1	Felis catus	1871	6999	75.4	83.9	0.0
169	TR	A0AC58KAD7	Breast cancer type 1 susceptibility protein homolog OS=Castor canadensis OX=51338 GN=Brca1 PE=4 SV=1	Castor canadensis	1844	6994	74.8	83.8	0.0
170	TR	A0A643CBR8	Breast cancer type 1 susceptibility protein homolog OS=Balaenoptera physalus OX=9770 GN=E2I00_019130 PE=4 SV=1	Balaenoptera physalus	1813	6982	76.9	85.6	0.0
171	TR	A0AC58KAF6	Breast cancer type 1 susceptibility protein homolog OS=Castor canadensis OX=51338 GN=Brca1 PE=4 SV=1	Castor canadensis	1843	6978	74.7	83.7	0.0
172	TR	A0AC58KB23	Breast cancer type 1 susceptibility protein homolog OS=Castor canadensis OX=51338 GN=Brca1 PE=4 SV=1	Castor canadensis	1843	6977	74.7	83.7	0.0
173	TR	A0A386IPL0	Breast cancer type 1 susceptibility protein OS=Homo sapiens OX=9606 GN=BRCA1 PE=2 SV=1	Homo sapiens	1364	6974	100.0	100.0	0.0
174	TR	A0A2Y9QHQ0	Breast cancer type 1 susceptibility protein homolog OS=Trichechus manatus latirostris OX=127582 GN=BRCA1 PE=4 SV=1	Trichechus manatus latirostris	1851	6971	75.5	83.9	0.0
175	TR	A0A7G8KP80	Breast cancer type 1 susceptibility protein OS=Homo sapiens OX=9606 GN=BRCA1 PE=2 SV=1	Homo sapiens	1353	6968	100.0	100.0	0.0
176	TR	A0A8D2AN50	Breast cancer type 1 susceptibility protein homolog OS=Sciurus vulgaris OX=55149 GN=BRCA1 PE=4 SV=2	Sciurus vulgaris	1832	6966	75.4	84.9	0.0
177	TR	A0AC58KAG5	Breast cancer type 1 susceptibility protein homolog OS=Castor canadensis OX=51338 GN=Brca1 PE=4 SV=1	Castor canadensis	1842	6961	74.6	83.7	0.0
178	TR	G1KZZ5	Breast cancer type 1 susceptibility protein homolog OS=Ailuropoda melanoleuca OX=9646 GN=BRCA1 PE=4 SV=2	Ailuropoda melanoleuca	1867	6958	74.9	83.8	0.0
179	TR	A5A751	RING-type E3 ubiquitin transferase (Fragment) OS=Sus scrofa OX=9823 GN=BRCA1 PE=2 SV=1	Sus scrofa	1863	6956	74.3	83.8	0.0
180	TR	A0A8C3XAV2	Breast cancer type 1 susceptibility protein homolog OS=Catagonus wagneri OX=51154 GN=BRCA1 PE=4 SV=1	Catagonus wagneri	1857	6953	74.6	83.9	0.0
181	TR	A0A8M1GP06	Breast cancer type 1 susceptibility protein homolog OS=Ursus maritimus OX=29073 GN=BRCA1 PE=4 SV=1	Ursus maritimus	1862	6933	75.0	83.4	0.0
182	TR	A0A2K6QXJ9	Breast cancer type 1 susceptibility protein homolog OS=Rhinopithecus roxellana OX=61622 PE=4 SV=1	Rhinopithecus roxellana	1683	6925	90.5	93.5	0.0
183	TR	A0A6P6BXR2	Breast cancer type 1 susceptibility protein homolog OS=Pteropus vampyrus OX=132908 GN=BRCA1 PE=4 SV=1	Pteropus vampyrus	1837	6916	75.2	83.8	0.0
184	TR	A0A811XSA2	RING-type E3 ubiquitin transferase OS=Nyctereutes procyonoides OX=34880 GN=NYPRO_LOCUS419 PE=4 SV=1	Nyctereutes procyonoides	1880	6906	74.3	82.9	0.0
185	TR	G3TDF5	Breast cancer type 1 susceptibility protein homolog OS=Loxodonta africana OX=9785 GN=BRCA1 PE=4 SV=1	Loxodonta africana	1854	6901	74.0	83.4	0.0
186	TR	A0A6P6BX60	Breast cancer type 1 susceptibility protein homolog OS=Pteropus vampyrus OX=132908 GN=BRCA1 PE=4 SV=1	Pteropus vampyrus	1836	6900	75.1	83.8	0.0
187	TR	A0A6P6BX29	Breast cancer type 1 susceptibility protein homolog OS=Pteropus vampyrus OX=132908 GN=BRCA1 PE=4 SV=1	Pteropus vampyrus	1836	6899	75.1	83.8	0.0
188	SP	Q95153	Breast cancer type 1 susceptibility protein homolog OS=Canis lupus familiaris OX=9615 GN=BRCA1 PE=3 SV=1	Canis lupus familiaris	1878	6894	74.1	82.9	0.0
189	TR	A0ABM4ZKX7	RING-type E3 ubiquitin transferase OS=Vulpes vulpes OX=9627 GN=BRCA1 PE=4 SV=1	Vulpes vulpes	1905	6893	74.4	83.0	0.0
190	TR	A0A3Q7RA52	Breast cancer type 1 susceptibility protein homolog OS=Vulpes vulpes OX=9627 GN=BRCA1 PE=4 SV=1	Vulpes vulpes	1878	6893	74.4	83.0	0.0
191	TR	A0A075VNR5	Breast cancer type 1 susceptibility protein homolog OS=Trachypithecus francoisi OX=54180 GN=BRCA1 PE=2 SV=1	Trachypithecus francoisi	1758	6889	90.1	93.3	0.0
192	TR	A0A3Q7N7C5	Breast cancer type 1 susceptibility protein homolog OS=Callorhinus ursinus OX=34884 GN=BRCA1 PE=4 SV=2	Callorhinus ursinus	1839	6888	75.9	84.4	0.0
193	TR	A0A8I3N406	Breast cancer type 1 susceptibility protein homolog OS=Canis lupus familiaris OX=9615 GN=BRCA1 PE=4 SV=1	Canis lupus familiaris	1878	6886	74.0	82.9	0.0
194	TR	A0A6P6BX86	Breast cancer type 1 susceptibility protein homolog OS=Pteropus vampyrus OX=132908 GN=BRCA1 PE=4 SV=1	Pteropus vampyrus	1835	6883	75.1	83.7	0.0
195	TR	A0A2K5QMT7	Breast cancer type 1 susceptibility protein homolog OS=Cebus imitator OX=2715852 GN=BRCA1 PE=4 SV=1	Cebus imitator	1631	6878	85.9	90.9	0.0
196	TR	A0A2Y9LVN1	Breast cancer type 1 susceptibility protein homolog OS=Delphinapterus leucas OX=9749 GN=BRCA1 PE=4 SV=1	Delphinapterus leucas	1819	6873	76.1	84.7	0.0
197	TR	A0A8C7ERP6	Breast cancer type 1 susceptibility protein homolog OS=Neogale vison OX=452646 GN=BRCA1 PE=4 SV=1	Neogale vison	1873	6872	73.3	83.0	0.0
198	TR	A0A6J2FK99	Breast cancer type 1 susceptibility protein homolog OS=Zalophus californianus OX=9704 GN=BRCA1 PE=4 SV=1	Zalophus californianus	1815	6861	76.2	84.6	0.0
199	TR	A0A6G8IU58	Breast cancer type 1 susceptibility protein OS=Homo sapiens OX=9606 GN=BRCA1 PE=2 SV=1	Homo sapiens	1333	6851	99.0	99.2	0.0
200	TR	A0A484GWF9	RING-type E3 ubiquitin transferase (Fragment) OS=Sousa chinensis OX=103600 GN=DBR06_SOUSAS8210004 PE=4 SV=1	Sousa chinensis	1818	6833	75.8	84.3	0.0
201	TR	A0A8U0N8E5	RING-type E3 ubiquitin transferase OS=Mustela putorius furo OX=9669 GN=BRCA1 PE=4 SV=1	Mustela putorius furo	1879	6830	73.0	82.7	0.0
202	TR	A0A8U0N9D2	Breast cancer type 1 susceptibility protein homolog OS=Mustela putorius furo OX=9669 GN=BRCA1 PE=4 SV=1	Mustela putorius furo	1869	6830	73.0	82.7	0.0
203	TR	A0A3Q7NBK6	Breast cancer type 1 susceptibility protein homolog OS=Callorhinus ursinus OX=34884 GN=BRCA1 PE=4 SV=2	Callorhinus ursinus	1843	6826	75.9	84.4	0.0
204	TR	A0A8U0N905	Breast cancer type 1 susceptibility protein homolog OS=Mustela putorius furo OX=9669 GN=BRCA1 PE=4 SV=1	Mustela putorius furo	1878	6814	73.0	82.6	0.0
205	TR	A0A8U0T4L7	Breast cancer type 1 susceptibility protein homolog OS=Mustela putorius furo OX=9669 GN=BRCA1 PE=4 SV=1	Mustela putorius furo	1878	6813	73.0	82.6	0.0
206	TR	A0A286ZS33	Breast cancer type 1 susceptibility protein homolog OS=Sus scrofa OX=9823 GN=BRCA1 PE=4 SV=2	Sus scrofa	1845	6813	73.2	82.8	0.0
207	TR	A0A2Y9K154	RING-type E3 ubiquitin transferase OS=Enhydra lutris kenyoni OX=391180 GN=LOC111151634 PE=4 SV=1	Enhydra lutris kenyoni	1886	6806	73.1	82.4	0.0
208	TR	A0A7J8G5D9	Breast cancer type 1 susceptibility protein homolog OS=Rousettus aegyptiacus OX=9407 GN=HJG63_001559 PE=4 SV=1	Rousettus aegyptiacus	1825	6805	74.6	82.9	0.0
209	TR	A0A8U0T8M8	Breast cancer type 1 susceptibility protein homolog OS=Mustela putorius furo OX=9669 GN=BRCA1 PE=4 SV=1	Mustela putorius furo	1877	6797	72.9	82.5	0.0
210	TR	A0A2K6CBX0	Breast cancer type 1 susceptibility protein homolog OS=Macaca nemestrina OX=9545 PE=4 SV=1	Macaca nemestrina	1747	6792	89.0	92.5	0.0
211	TR	A0A2Y9JWH2	Breast cancer type 1 susceptibility protein homolog OS=Enhydra lutris kenyoni OX=391180 GN=LOC111151634 PE=4 SV=1	Enhydra lutris kenyoni	1875	6790	73.0	82.3	0.0
212	TR	A0A2Y9JWU7	Breast cancer type 1 susceptibility protein homolog OS=Enhydra lutris kenyoni OX=391180 GN=LOC111151634 PE=4 SV=1	Enhydra lutris kenyoni	1875	6789	73.0	82.3	0.0
213	TR	A0A7J8G633	Breast cancer type 1 susceptibility protein homolog OS=Rousettus aegyptiacus OX=9407 GN=HJG63_001559 PE=4 SV=1	Rousettus aegyptiacus	1824	6788	74.5	82.9	0.0
214	TR	A0A7N5JUS6	Breast cancer type 1 susceptibility protein homolog OS=Ailuropoda melanoleuca OX=9646 GN=BRCA1 PE=4 SV=1	Ailuropoda melanoleuca	1841	6784	73.7	82.4	0.0
215	TR	A0A2K5IMZ8	Breast cancer type 1 susceptibility protein homolog OS=Colobus angolensis palliatus OX=336983 PE=4 SV=1	Colobus angolensis palliatus	1698	6775	89.0	91.9	0.0
216	TR	A0A386IPB0	Breast cancer type 1 susceptibility protein OS=Homo sapiens OX=9606 GN=BRCA1 PE=2 SV=1	Homo sapiens	1327	6757	100.0	100.0	0.0
217	TR	A0A649U8H0	Breast cancer type 1 susceptibility protein OS=Homo sapiens OX=9606 GN=BRCA1 PE=2 SV=1	Homo sapiens	1328	6744	99.1	99.1	0.0
218	TR	A0A7J8CW22	Breast cancer type 1 susceptibility protein homolog OS=Molossus molossus OX=27622 GN=HJG59_001564 PE=4 SV=1	Molossus molossus	1844	6740	73.7	82.8	0.0
219	TR	A0A287AR43	Breast cancer type 1 susceptibility protein homolog OS=Sus scrofa OX=9823 GN=BRCA1 PE=4 SV=3	Sus scrofa	1818	6737	73.9	83.6	0.0
220	TR	A0A6P6BXR7	Breast cancer type 1 susceptibility protein homolog OS=Pteropus vampyrus OX=132908 GN=BRCA1 PE=4 SV=1	Pteropus vampyrus	1811	6734	73.8	82.4	0.0
221	TR	A0A6P6BX28	Breast cancer type 1 susceptibility protein homolog OS=Pteropus vampyrus OX=132908 GN=BRCA1 PE=4 SV=1	Pteropus vampyrus	1809	6725	73.7	82.3	0.0
222	TR	A0A7J8CW29	Breast cancer type 1 susceptibility protein homolog OS=Molossus molossus OX=27622 GN=HJG59_001564 PE=4 SV=1	Molossus molossus	1843	6723	73.7	82.8	0.0
223	TR	A0A2K5P2V9	Breast cancer type 1 susceptibility protein homolog OS=Cercocebus atys OX=9531 PE=4 SV=1	Cercocebus atys	1765	6722	88.2	91.5	0.0
224	TR	A0A673V7A7	RING-type E3 ubiquitin transferase OS=Suricata suricatta OX=37032 GN=BRCA1 PE=4 SV=1	Suricata suricatta	1894	6720	72.2	81.2	0.0
225	TR	A0A8M1GLB9	Breast cancer type 1 susceptibility protein homolog OS=Ursus maritimus OX=29073 GN=BRCA1 PE=4 SV=1	Ursus maritimus	1816	6715	74.5	83.1	0.0
226	TR	A0A6G8IU30	Breast cancer type 1 susceptibility protein OS=Homo sapiens OX=9606 GN=BRCA1 PE=2 SV=1	Homo sapiens	1297	6715	100.0	100.0	0.0
227	TR	A0A671F2G6	Breast cancer type 1 susceptibility protein homolog OS=Rhinolophus ferrumequinum OX=59479 GN=BRCA1 PE=4 SV=2	Rhinolophus ferrumequinum	1827	6702	73.7	83.0	0.0
228	TR	A0A667H7X5	Breast cancer type 1 susceptibility protein homolog OS=Lynx canadensis OX=61383 PE=4 SV=1	Lynx canadensis	1810	6687	74.7	83.4	0.0
229	TR	A0ACI6RG11	Uncharacterized protein OS=Ovis aries OX=9940 GN=BRCA1 PE=4 SV=1	Ovis aries	1891	6681	72.4	82.2	0.0
230	TR	A0ACB9UF33	RING-type E3 ubiquitin transferase OS=Ovis ammon polii x Ovis aries OX=2918886 GN=MJG53_015392 PE=4 SV=1	Ovis ammon polii x Ovis aries	1887	6678	72.3	82.2	0.0
231	TR	A0A6J0WWS8	Breast cancer type 1 susceptibility protein homolog OS=Odocoileus virginianus OX=9874 GN=BRCA1 PE=4 SV=1	Odocoileus virginianus	1858	6676	72.3	81.9	0.0
232	TR	A0A2K6MZJ5	Breast cancer type 1 susceptibility protein homolog OS=Rhinopithecus bieti OX=61621 PE=4 SV=1	Rhinopithecus bieti	1700	6675	87.8	91.1	0.0
233	TR	A0AAD4Y0X6	RING-type E3 ubiquitin transferase OS=Ovis ammon polii OX=230172 GN=MG293_016654 PE=4 SV=1	Ovis ammon polii	1887	6670	72.3	82.1	0.0
234	TR	A0ABN8YUQ5	Breast cancer type 1 susceptibility protein homolog OS=Rangifer tarandus platyrhynchus OX=3082113 GN=MRATA1EN1_LOCUS12416 PE=4 SV=1	Rangifer tarandus platyrhynchus	1858	6666	72.3	82.0	0.0
235	TR	A0ACI6PVS4	Uncharacterized protein OS=Ovis aries OX=9940 GN=BRCA1 PE=4 SV=1	Ovis aries	1861	6664	72.3	82.1	0.0
236	TR	A0A6J0WWY9	Breast cancer type 1 susceptibility protein homolog OS=Odocoileus virginianus OX=9874 GN=BRCA1 PE=4 SV=2	Odocoileus virginianus	1857	6659	72.3	81.8	0.0
237	TR	G1P1R4	Breast cancer type 1 susceptibility protein homolog OS=Myotis lucifugus OX=59463 GN=BRCA1 PE=4 SV=1	Myotis lucifugus	1852	6638	72.5	81.9	0.0
238	TR	A0A8C8XAL3	Breast cancer type 1 susceptibility protein homolog OS=Panthera leo OX=9689 GN=BRCA1 PE=4 SV=1	Panthera leo	1764	6633	75.6	84.2	0.0
239	TR	A0A6J0X1I6	Breast cancer type 1 susceptibility protein homolog OS=Odocoileus virginianus OX=9874 GN=BRCA1 PE=4 SV=2	Odocoileus virginianus	1846	6627	71.9	81.5	0.0
240	TR	A0A6G1B917	RING-type E3 ubiquitin transferase (Fragment) OS=Crocuta crocuta OX=9678 GN=Brca1 PE=4 SV=1	Crocuta crocuta	1830	6620	73.0	82.8	0.0
241	TR	A0A6P3HNJ9	Breast cancer type 1 susceptibility protein homolog OS=Bison bison bison OX=43346 GN=BRCA1 PE=4 SV=1	Bison bison bison	1850	6620	71.9	82.3	0.0
242	TR	A0A8B9WLW7	Breast cancer type 1 susceptibility protein homolog OS=Bos grunniens OX=30521 GN=BRCA1 PE=4 SV=1	Bos grunniens	1855	6619	72.0	82.3	0.0
243	TR	A0A6P5DHF8	Breast cancer type 1 susceptibility protein homolog OS=Bos indicus OX=9915 GN=BRCA1 PE=4 SV=2	Bos indicus	1850	6618	71.9	82.2	0.0
244	TR	A0A6P5DG40	Breast cancer type 1 susceptibility protein homolog OS=Bos indicus OX=9915 GN=BRCA1 PE=4 SV=2	Bos indicus	1849	6601	71.9	82.1	0.0
245	TR	A0A8U0NJK2	Breast cancer type 1 susceptibility protein homolog OS=Mustela putorius furo OX=9669 GN=BRCA1 PE=4 SV=1	Mustela putorius furo	1822	6595	72.5	82.3	0.0
246	TR	A0A4W2CGT4	Breast cancer type 1 susceptibility protein homolog OS=Bos indicus x Bos taurus OX=30522 GN=BRCA1 PE=4 SV=1	Bos indicus x Bos taurus	1849	6594	71.8	82.1	0.0
247	TR	A0A4W2EC46	RING-type E3 ubiquitin transferase OS=Bos indicus x Bos taurus OX=30522 GN=BRCA1 PE=4 SV=1	Bos indicus x Bos taurus	1941	6594	71.8	82.1	0.0
248	TR	A0A7J8G4N7	Breast cancer type 1 susceptibility protein homolog OS=Rousettus aegyptiacus OX=9407 GN=HJG63_001559 PE=4 SV=1	Rousettus aegyptiacus	1788	6587	74.1	82.6	0.0
249	SP	Q864U1	Breast cancer type 1 susceptibility protein homolog OS=Bos taurus OX=9913 GN=BRCA1 PE=1 SV=1	Bos taurus	1849	6578	71.7	82.0	0.0
250	TR	A0AAA9SKW6	Breast cancer type 1 susceptibility protein homolog OS=Bos taurus OX=9913 GN=BRCA1 PE=4 SV=1	Bos taurus	1848	6568	71.8	82.0	0.0
