Hit	DB	Accession	Description	Organism	Length	Score(Bits)	Identities(%)	Positives(%)	E()
176	TR	A0A9L0S4R9	Albumin OS=Equus caballus OX=9796 PE=1 SV=1	Equus caballus	596	2533	76.9	88.6	0.0
177	TR	A0A3Q2HN20	Albumin OS=Equus caballus OX=9796 GN=ALB PE=1 SV=3	Equus caballus	603	2533	76.9	88.6	0.0
178	TR	A0A287AMK0	Albumin OS=Sus scrofa OX=9823 GN=ALB PE=1 SV=2	Sus scrofa	607	2532	77.0	88.2	0.0
179	TR	A0A286ZT13	Albumin OS=Sus scrofa OX=9823 GN=ALB PE=1 SV=2	Sus scrofa	608	2532	77.0	88.2	0.0
180	TR	A0A9L0TQ53	Albumin OS=Equus caballus OX=9796 PE=1 SV=1	Equus caballus	620	2530	76.8	88.6	0.0
181	TR	A0A3Q2I2E9	Albumin OS=Equus caballus OX=9796 GN=ALB PE=1 SV=2	Equus caballus	644	2530	76.8	88.6	0.0
182	TR	A0A9L0RNC6	Albumin OS=Equus caballus OX=9796 PE=1 SV=1	Equus caballus	598	2530	76.8	88.6	0.0
183	TR	A0A0G2JSH5	Albumin OS=Rattus norvegicus OX=10116 GN=Alb PE=1 SV=2	Rattus norvegicus	622	2529	73.6	87.6	0.0
184	TR	A0A9L0RKM1	Albumin OS=Equus caballus OX=9796 PE=1 SV=1	Equus caballus	599	2529	76.9	88.5	0.0
185	TR	A0A4W2EW60	Albumin OS=Bos indicus x Bos taurus OX=30522 GN=ALB PE=4 SV=1	Bos indicus x Bos taurus	646	2528	76.8	88.4	0.0
186	TR	A0A6J2L4J1	Albumin OS=Phyllostomus discolor OX=89673 GN=ALB PE=4 SV=1	Phyllostomus discolor	608	2527	75.8	88.0	0.0
187	TR	A0A2S1M4Y6	Albumin OS=Cervus nippon OX=9863 PE=2 SV=1	Cervus nippon	607	2527	75.6	87.3	0.0
188	SP	P02770	Albumin OS=Rattus norvegicus OX=10116 GN=Alb PE=1 SV=2	Rattus norvegicus	608	2525	73.5	87.6	0.0
189	SP	P08835	Albumin OS=Sus scrofa OX=9823 GN=ALB PE=1 SV=2	Sus scrofa	607	2525	76.8	88.0	0.0
190	TR	A0ACF6H5D0	Serum albumin OS=Sigmodon hispidus OX=42415 GN=HispidOSU_018531 PE=4 SV=1	Sigmodon hispidus	1229	2524	74.7	86.6	0.0
191	TR	A0A6I9IHM8	Albumin OS=Vicugna pacos OX=30538 GN=ALB PE=4 SV=1	Vicugna pacos	607	2524	75.6	87.3	0.0
192	TR	A0A6B0S215	Albumin OS=Bos mutus OX=72004 GN=E5288_WYG019244 PE=4 SV=1	Bos mutus	2106	2524	76.6	88.2	0.0
193	TR	S7PWY9	Albumin OS=Myotis brandtii OX=109478 GN=D623_10008572 PE=4 SV=1	Myotis brandtii	1114	2522	77.0	87.4	0.0
194	TR	A2THZ2	Albumin (Fragment) OS=Sus scrofa domesticus OX=9825 PE=2 SV=1	Sus scrofa domesticus	607	2521	76.7	88.0	0.0
195	TR	A0A6G1BCZ4	Albumin (Fragment) OS=Crocuta crocuta OX=9678 GN=Alb_0 PE=4 SV=1	Crocuta crocuta	562	2520	84.0	91.4	0.0
196	TR	A0A8W4FAX8	Albumin OS=Sus scrofa OX=9823 GN=ALB PE=1 SV=1	Sus scrofa	603	2518	77.1	88.4	0.0
197	TR	A0A5N4EFP0	Albumin OS=Camelus dromedarius OX=9838 GN=Cadr_000001877 PE=4 SV=1	Camelus dromedarius	618	2516	76.5	87.6	0.0
198	TR	A0A8C3YPG2	Albumin OS=Catagonus wagneri OX=51154 GN=ALB PE=4 SV=1	Catagonus wagneri	608	2509	74.8	87.3	0.0
199	TR	A0A452QRW5	Albumin OS=Ursus americanus OX=9643 GN=ALB PE=4 SV=1	Ursus americanus	609	2507	77.0	85.6	0.0
200	TR	H0V004	Albumin OS=Cavia porcellus OX=10141 GN=ALB PE=4 SV=1	Cavia porcellus	608	2505	73.1	87.5	0.0
201	TR	Q6WDN9	Albumin OS=Cavia porcellus OX=10141 PE=2 SV=1	Cavia porcellus	608	2505	73.1	87.5	0.0
202	TR	A0A212D5P0	Albumin OS=Cervus elaphus hippelaphus OX=46360 GN=Celaphus_00017423 PE=4 SV=1	Cervus elaphus hippelaphus	605	2503	75.8	87.9	0.0
203	TR	A0A4W2D8T3	Albumin OS=Bos indicus x Bos taurus OX=30522 GN=ALB PE=4 SV=1	Bos indicus x Bos taurus	655	2501	75.2	87.3	0.0
204	TR	A0A4W2DDL5	Albumin OS=Bos indicus x Bos taurus OX=30522 GN=ALB PE=4 SV=1	Bos indicus x Bos taurus	598	2499	76.1	88.0	0.0
205	TR	G3SMX8	Albumin OS=Loxodonta africana OX=9785 GN=ALB PE=4 SV=1	Loxodonta africana	609	2498	74.5	85.7	0.0
206	TR	A0A8B9Y843	Albumin OS=Bos grunniens OX=30521 GN=ALB PE=4 SV=1	Bos grunniens	655	2497	75.0	87.1	0.0
207	TR	A0A9J7KCD7	Albumin OS=Cricetulus griseus OX=10029 GN=Alb PE=4 SV=1	Cricetulus griseus	586	2495	76.9	89.8	0.0
208	TR	A0A8B9YAE3	Albumin OS=Bos grunniens OX=30521 GN=ALB PE=4 SV=1	Bos grunniens	616	2495	75.9	87.9	0.0
209	TR	A0A6I9MG68	Albumin OS=Peromyscus maniculatus bairdii OX=230844 GN=LOC102916574 PE=4 SV=1	Peromyscus maniculatus bairdii	608	2493	73.6	85.5	0.0
210	TR	A0A2K6PQL3	Albumin OS=Rhinopithecus roxellana OX=61622 GN=ALB PE=4 SV=1	Rhinopithecus roxellana	498	2486	92.6	96.6	0.0
211	TR	A0A8C0LT66	Albumin OS=Canis lupus dingo OX=286419 GN=ALB PE=4 SV=1	Canis lupus dingo	595	2485	75.7	84.3	0.0
212	TR	A0A8C3YP16	Albumin OS=Catagonus wagneri OX=51154 GN=ALB PE=4 SV=1	Catagonus wagneri	604	2481	75.1	87.7	0.0
213	TR	A0A6P7R6R3	Albumin OS=Mus caroli OX=10089 GN=Alb PE=4 SV=1	Mus caroli	608	2480	72.7	86.3	0.0
214	TR	A0A1S3FI52	Albumin OS=Dipodomys ordii OX=10020 GN=LOC105988593 PE=4 SV=1	Dipodomys ordii	608	2477	73.9	86.1	0.0
215	SP	O35090	Albumin OS=Meriones unguiculatus OX=10047 GN=ALB PE=2 SV=1	Meriones unguiculatus	609	2476	73.8	85.0	0.0
216	TR	Q546G4	Albumin OS=Mus musculus OX=10090 GN=Alb PE=1 SV=1	Mus musculus	608	2473	72.5	86.2	0.0
217	SP	P07724	Albumin OS=Mus musculus OX=10090 GN=Alb PE=1 SV=3	Mus musculus	608	2473	72.5	86.2	0.0
218	TR	A0A0D9QXP9	Albumin OS=Chlorocebus sabaeus OX=60711 PE=4 SV=1	Chlorocebus sabaeus	512	2466	90.2	94.5	0.0
219	TR	A0AAW0JWU9	Albumin OS=Myodes glareolus OX=447135 GN=U0070_018434 PE=4 SV=1	Myodes glareolus	594	2456	73.3	85.2	0.0
220	TR	A0A7J8E5X0	Albumin OS=Rousettus aegyptiacus OX=9407 GN=HJG63_000557 PE=4 SV=1	Rousettus aegyptiacus	608	2455	71.5	85.8	0.0
221	TR	A0ABM5E835	Albumin OS=Vicugna pacos OX=30538 GN=ALB PE=4 SV=1	Vicugna pacos	596	2452	75.0	87.0	0.0
222	TR	L9L5M3	Albumin OS=Tupaia chinensis OX=246437 GN=TREES_T100019247 PE=4 SV=1	Tupaia chinensis	1505	2452	73.3	83.8	0.0
223	TR	A0A2Y9RIZ4	Albumin OS=Trichechus manatus latirostris OX=127582 GN=ALB PE=4 SV=1	Trichechus manatus latirostris	609	2452	72.2	84.9	0.0
224	TR	A0A287BAY9	Albumin OS=Sus scrofa OX=9823 GN=ALB PE=1 SV=2	Sus scrofa	659	2450	76.6	88.1	0.0
225	TR	A0A8C6HGN1	Albumin OS=Mus spicilegus OX=10103 PE=4 SV=1	Mus spicilegus	639	2447	71.8	85.3	0.0
226	TR	A0A7J8AXV9	Albumin OS=Pipistrellus kuhlii OX=59472 GN=mPipKuh1_000553 PE=4 SV=1	Pipistrellus kuhlii	608	2447	73.6	84.7	0.0
227	TR	X2GM95	Albumin (Fragment) OS=Cervus nippon OX=9863 PE=2 SV=1	Cervus nippon	583	2443	75.5	88.2	0.0
228	TR	A0AAD4Y9E4	Albumin OS=Ovis ammon polii OX=230172 GN=MG293_006971 PE=4 SV=1	Ovis ammon polii	1737	2440	75.4	87.6	0.0
229	TR	B3VHM9	Albumin (Fragment) OS=Capra hircus OX=9925 PE=1 SV=1	Capra hircus	583	2434	74.8	87.8	0.0
230	TR	A0A8C6HI21	Albumin OS=Mus spicilegus OX=10103 PE=4 SV=1	Mus spicilegus	644	2428	72.4	86.1	0.0
231	TR	A0AAX6NVW4	Albumin OS=Heterocephalus glaber OX=10181 GN=Alb PE=4 SV=1	Heterocephalus glaber	622	2426	71.3	85.4	0.0
232	TR	F1RUN2	Albumin OS=Sus scrofa OX=9823 GN=ALB PE=1 SV=2	Sus scrofa	608	2403	76.1	87.8	0.0
233	TR	A0A9L0IFA1	Albumin OS=Equus asinus OX=9793 GN=ALB PE=4 SV=1	Equus asinus	563	2401	77.0	88.8	0.0
234	TR	B4DPR2	Albumin OS=Homo sapiens OX=9606 PE=2 SV=1	Homo sapiens	523	2397	99.8	99.8	0.0
235	TR	A0A643C8P3	Albumin (Fragment) OS=Balaenoptera physalus OX=9770 GN=E2I00_013440 PE=4 SV=1	Balaenoptera physalus	590	2393	74.6	83.7	0.0
236	TR	A0A9L0S6J2	Albumin OS=Equus caballus OX=9796 PE=1 SV=1	Equus caballus	563	2393	76.8	88.6	0.0
237	TR	A0A8W4FBS3	Albumin OS=Sus scrofa OX=9823 GN=ALB PE=1 SV=1	Sus scrofa	646	2388	76.4	88.0	0.0
238	TR	Q6B3Z0	Albumin (Fragment) OS=Elephas maximus OX=9783 GN=ESA PE=2 SV=1	Elephas maximus	583	2378	73.7	85.2	0.0
239	TR	B7WNR0	Albumin OS=Homo sapiens OX=9606 GN=ALB PE=1 SV=1	Homo sapiens	494	2374	99.1	99.1	0.0
240	TR	A0AAW0JXG1	Albumin OS=Myodes glareolus OX=447135 GN=U0070_018438 PE=4 SV=1	Myodes glareolus	594	2370	71.3	83.7	0.0
241	TR	H0YA55	Albumin (Fragment) OS=Homo sapiens OX=9606 GN=ALB PE=1 SV=1	Homo sapiens	454	2365	99.8	100.0	0.0
242	TR	A0ABQ0ESU0	Albumin OS=Apodemus speciosus OX=105296 GN=APTSU1_000505600 PE=4 SV=1	Apodemus speciosus	660	2363	71.9	86.1	0.0
243	TR	A0A2I2ZN02	Albumin OS=Gorilla gorilla gorilla OX=9595 GN=ALB PE=4 SV=1	Gorilla gorilla gorilla	494	2363	98.5	98.7	0.0
244	TR	A0A2R9CF95	Albumin OS=Pan paniscus OX=9597 PE=4 SV=1	Pan paniscus	494	2363	98.2	99.1	0.0
245	TR	A0A2I3SLG3	Albumin OS=Pan troglodytes OX=9598 GN=ALB PE=4 SV=1	Pan troglodytes	494	2363	98.2	99.1	0.0
246	TR	D6RHD5	Albumin OS=Homo sapiens OX=9606 GN=ALB PE=1 SV=1	Homo sapiens	459	2363	100.0	100.0	0.0
247	TR	A0A2R9CHX6	Albumin OS=Pan paniscus OX=9597 PE=4 SV=1	Pan paniscus	459	2352	99.1	100.0	0.0
248	TR	A0A2I3SMW6	Albumin OS=Pan troglodytes OX=9598 GN=ALB PE=4 SV=1	Pan troglodytes	459	2352	99.1	100.0	0.0
249	TR	A0A2I3SDV3	Albumin OS=Pan troglodytes OX=9598 GN=ALB PE=4 SV=1	Pan troglodytes	482	2352	99.1	100.0	0.0
250	TR	A0A2I2ZLS6	Albumin OS=Gorilla gorilla gorilla OX=9595 GN=ALB PE=4 SV=1	Gorilla gorilla gorilla	482	2347	99.1	99.3	0.0
