Hit	DB	Accession	Description	Organism	Length	Score(Bits)	Identities(%)	Positives(%)	E()
171	TR	A0A7K4PE49	Insulin (Fragment) OS=Melospiza melodia OX=44397 GN=Ins PE=3 SV=1	Melospiza melodia	107	348	66.4	69.9	2.5e-40
172	TR	A0A7L1RK71	Insulin (Fragment) OS=Helopsaltes ochotensis OX=3150915 GN=Ins PE=3 SV=1	Helopsaltes ochotensis	107	348	66.4	69.9	2.5e-40
173	TR	A0A7K7K7L9	Insulin (Fragment) OS=Agelaius phoeniceus OX=39638 GN=Ins PE=3 SV=1	Agelaius phoeniceus	107	348	66.4	69.9	2.5e-40
174	TR	A0A7L3V150	Insulin (Fragment) OS=Molothrus ater OX=84834 GN=Ins PE=3 SV=1	Molothrus ater	107	348	66.4	69.9	2.5e-40
175	TR	A0A7L0QLM3	Insulin (Fragment) OS=Setophaga kirtlandii OX=298831 GN=Ins PE=3 SV=1	Setophaga kirtlandii	107	348	66.4	69.9	2.5e-40
176	TR	A0A7K4VIJ3	Insulin (Fragment) OS=Emberiza fucata OX=337179 GN=Ins PE=3 SV=1	Emberiza fucata	107	348	66.4	69.9	2.5e-40
177	TR	A0A7K9B4Z4	Insulin OS=Dromaius novaehollandiae OX=8790 GN=INS PE=3 SV=1	Dromaius novaehollandiae	107	347	64.6	69.9	3.6e-40
178	TR	A0A3M0JH44	Insulin OS=Hirundo rustica rustica OX=333673 GN=DUI87_22795 PE=3 SV=1	Hirundo rustica rustica	107	347	65.5	69.0	3.6e-40
179	TR	A0A851MWE5	Insulin (Fragment) OS=Campylorhamphus procurvoides OX=190295 GN=Ins PE=3 SV=1	Campylorhamphus procurvoides	107	346	65.5	69.0	5e-40
180	TR	A0A6I9HRK2	Insulin OS=Geospiza fortis OX=48883 GN=INS PE=3 SV=1	Geospiza fortis	137	348	66.4	69.9	6.2e-40
181	TR	A0A7K4Y1Z3	Insulin (Fragment) OS=Regulus satrapa OX=13245 GN=Ins PE=3 SV=1	Regulus satrapa	107	345	65.5	69.0	7.2e-40
182	SP	P01327	Insulin OS=Chinchilla chinchilla OX=10152 GN=INS PE=1 SV=2	Chinchilla chinchilla	86	343	74.4	82.6	7.7e-40
183	TR	H3ACE0	Insulin OS=Latimeria chalumnae OX=7897 PE=3 SV=1	Latimeria chalumnae	111	345	60.4	72.1	8.1e-40
184	TR	A0A6P5IWP1	Insulin OS=Phascolarctos cinereus OX=38626 GN=INS PE=3 SV=1	Phascolarctos cinereus	103	344	63.6	68.2	9e-40
185	TR	A0A7L3AF49	Insulin (Fragment) OS=Prunella fulvescens OX=670355 GN=Ins PE=3 SV=1	Prunella fulvescens	107	344	65.5	69.0	1e-39
186	TR	A0A7L2QY69	Insulin (Fragment) OS=Oxylabes madagascariensis OX=98144 GN=Ins PE=3 SV=1	Oxylabes madagascariensis	107	344	65.5	69.0	1e-39
187	TR	A0A7K5QBQ1	Insulin (Fragment) OS=Prunella himalayana OX=670356 GN=Ins PE=3 SV=1	Prunella himalayana	107	344	65.5	69.0	1e-39
188	TR	A0A7K5WLX5	Insulin (Fragment) OS=Hylia prasina OX=208073 GN=Ins PE=3 SV=1	Hylia prasina	107	344	65.5	69.0	1e-39
189	TR	A0A7L0Z690	Insulin (Fragment) OS=Ploceus nigricollis OX=441696 GN=Ins PE=3 SV=1	Ploceus nigricollis	107	344	65.5	69.0	1e-39
190	TR	A0A850ZIW9	Insulin (Fragment) OS=Tichodroma muraria OX=237442 GN=Ins PE=3 SV=1	Tichodroma muraria	107	344	65.5	69.0	1e-39
191	TR	A0A7L2N2R8	Insulin (Fragment) OS=Rhadina sibilatrix OX=2585818 GN=Ins PE=3 SV=1	Rhadina sibilatrix	107	344	65.5	69.0	1e-39
192	TR	A0A851UW29	Insulin (Fragment) OS=Copsychus sechellarum OX=797021 GN=Ins PE=3 SV=1	Copsychus sechellarum	107	344	65.5	69.0	1e-39
193	TR	A0A852HUE0	Insulin (Fragment) OS=Nicator chloris OX=237433 GN=Ins PE=3 SV=1	Nicator chloris	107	344	65.5	69.0	1e-39
194	TR	A0A7K7D7T2	Insulin (Fragment) OS=Pheucticus melanocephalus OX=371919 GN=Ins PE=3 SV=1	Pheucticus melanocephalus	107	344	65.5	69.9	1e-39
195	TR	A0A7K9JNZ7	Insulin (Fragment) OS=Dicaeum eximium OX=667154 GN=Ins PE=3 SV=1	Dicaeum eximium	107	344	65.5	69.0	1e-39
196	TR	A0A7K5CBS9	Insulin (Fragment) OS=Motacilla alba OX=45807 GN=Ins PE=3 SV=1	Motacilla alba	107	344	65.5	69.0	1e-39
197	TR	A0A851QQQ6	Insulin (Fragment) OS=Tychaedon coryphoeus OX=614051 GN=Ins PE=3 SV=1	Tychaedon coryphoeus	107	344	65.5	69.0	1e-39
198	TR	A0A851J7Y6	Insulin (Fragment) OS=Donacobius atricapilla OX=237420 GN=Ins PE=3 SV=1	Donacobius atricapilla	107	344	65.5	69.0	1e-39
199	TR	C9JNR5	Insulin (Fragment) OS=Homo sapiens OX=9606 GN=INS PE=3 SV=1	Homo sapiens	92	342	95.5	98.5	1.3e-39
200	TR	A0A9E9AQX1	INS (Fragment) OS=Homo sapiens OX=9606 GN=INS PE=2 SV=1	Homo sapiens	94	342	95.5	98.5	1.4e-39
201	TR	A0A7K8GT78	Insulin (Fragment) OS=Orthonyx spaldingii OX=38397 GN=Ins PE=3 SV=1	Orthonyx spaldingii	107	343	64.6	69.9	1.4e-39
202	TR	A0A7L3NVH7	Insulin (Fragment) OS=Xiphorhynchus elegans OX=269412 GN=Ins PE=3 SV=1	Xiphorhynchus elegans	107	343	64.6	69.0	1.4e-39
203	TR	A0A7K9H2U5	Insulin (Fragment) OS=Loxia leucoptera OX=96539 GN=Ins PE=3 SV=1	Loxia leucoptera	107	343	65.5	69.0	1.4e-39
204	TR	A0A7K8YT57	Insulin (Fragment) OS=Sakesphorus luctuosus OX=419690 GN=Ins PE=3 SV=1	Sakesphorus luctuosus	107	343	65.5	70.9	1.4e-39
205	TR	A0A7K7J6G6	Insulin (Fragment) OS=Loxia curvirostra OX=64802 GN=Ins PE=3 SV=1	Loxia curvirostra	107	343	65.5	69.0	1.4e-39
206	TR	A0A850VS75	Insulin (Fragment) OS=Fregata magnificens OX=37042 GN=Ins PE=3 SV=1	Fregata magnificens	107	343	64.6	69.9	1.4e-39
207	TR	A0A8C9MM83	Insulin OS=Serinus canaria OX=9135 GN=INS PE=3 SV=1	Serinus canaria	107	343	65.5	69.0	1.4e-39
208	TR	A0A7K9HWY1	Insulin (Fragment) OS=Bucco capensis OX=135168 GN=Ins PE=3 SV=1	Bucco capensis	107	343	66.4	70.9	1.4e-39
209	TR	A0A851KNV0	Insulin (Fragment) OS=Vidua chalybeata OX=81927 GN=Ins PE=3 SV=1	Vidua chalybeata	107	343	65.5	69.0	1.4e-39
210	TR	A0A851ZRE7	Insulin (Fragment) OS=Calcarius ornatus OX=198940 GN=Ins PE=3 SV=1	Calcarius ornatus	107	343	65.5	69.0	1.4e-39
211	TR	A0A7K8W2V3	Insulin (Fragment) OS=Sclerurus mexicanus OX=265632 GN=Ins PE=3 SV=1	Sclerurus mexicanus	107	343	64.6	69.0	1.4e-39
212	TR	A0A7K7RKE0	Insulin (Fragment) OS=Nesospiza acunhae OX=381881 GN=Ins PE=3 SV=1	Nesospiza acunhae	107	342	65.5	69.0	2e-39
213	TR	A0A7K9VTZ0	Insulin (Fragment) OS=Rhipidura dahli OX=667186 GN=Ins PE=3 SV=1	Rhipidura dahli	107	342	64.6	69.9	2e-39
214	TR	A0A7L3DXR5	Insulin (Fragment) OS=Chaetops frenatus OX=221966 GN=Ins PE=3 SV=1	Chaetops frenatus	107	342	64.6	69.0	2e-39
215	TR	A0A7L0IDM5	Insulin (Fragment) OS=Arenaria interpres OX=54971 GN=Ins PE=3 SV=1	Arenaria interpres	107	342	64.6	69.9	2e-39
216	TR	A0A8C3KDK1	Insulin OS=Calidris pygmaea OX=425635 PE=3 SV=1	Calidris pygmaea	107	342	64.6	69.9	2e-39
217	TR	A0A7K6UTL6	Insulin (Fragment) OS=Notiomystis cincta OX=366454 GN=Ins PE=3 SV=1	Notiomystis cincta	107	342	64.6	69.0	2e-39
218	TR	A0A7K8NGG9	Insulin (Fragment) OS=Casuarius casuarius OX=8787 GN=Ins PE=3 SV=1	Casuarius casuarius	107	342	63.7	69.0	2e-39
219	TR	A0A7K7YIQ6	Insulin (Fragment) OS=Thryothorus ludovicianus OX=74200 GN=Ins PE=3 SV=1	Thryothorus ludovicianus	107	342	65.5	69.0	2e-39
220	TR	A0A7K5E3H3	Insulin (Fragment) OS=Polioptila caerulea OX=66707 GN=Ins PE=3 SV=1	Polioptila caerulea	107	342	65.5	69.0	2e-39
221	TR	A0A7L3NPJ7	Insulin (Fragment) OS=Oreotrochilus melanogaster OX=689266 GN=Ins PE=3 SV=1	Oreotrochilus melanogaster	107	341	63.7	70.8	2.9e-39
222	TR	A0A7L4LHS5	Insulin (Fragment) OS=Callaeas wilsoni OX=1347786 GN=Ins PE=3 SV=1	Callaeas wilsoni	107	341	64.6	69.0	2.9e-39
223	TR	A0A7K6QPH4	Insulin (Fragment) OS=Climacteris rufus OX=47695 GN=Ins PE=3 SV=1	Climacteris rufus	107	341	64.6	69.0	2.9e-39
224	TR	R0L6M4	Insulin (Fragment) OS=Anas platyrhynchos OX=8839 GN=Anapl_04120 PE=3 SV=1	Anas platyrhynchos	107	341	64.6	69.9	2.9e-39
225	TR	A0A7L2YFS0	Insulin (Fragment) OS=Jacana jacana OX=54508 GN=Ins PE=3 SV=1	Jacana jacana	107	341	63.7	69.9	2.9e-39
226	TR	A0A8B9NTZ5	Insulin OS=Apteryx owenii OX=8824 PE=3 SV=1	Apteryx owenii	107	341	63.7	69.0	2.9e-39
227	TR	A0A7L1BR31	Insulin (Fragment) OS=Illadopsis cleaveri OX=201329 GN=Ins PE=3 SV=1	Illadopsis cleaveri	107	341	64.6	68.1	2.9e-39
228	TR	A0A7K5B9W7	Insulin (Fragment) OS=Furnarius figulus OX=463165 GN=Ins PE=3 SV=1	Furnarius figulus	107	341	64.6	69.0	2.9e-39
229	TR	A0A7K8M4A3	Insulin (Fragment) OS=Ptilorrhoa leucosticta OX=449384 GN=Ins PE=3 SV=1	Ptilorrhoa leucosticta	107	341	64.6	69.0	2.9e-39
230	TR	A0A6J3CZF2	Insulin OS=Aythya fuligula OX=219594 GN=INS PE=3 SV=1	Aythya fuligula	107	341	64.6	69.9	2.9e-39
231	TR	A0A8D2PDP1	Insulin OS=Zosterops lateralis melanops OX=1220523 PE=3 SV=1	Zosterops lateralis melanops	107	340	64.6	68.1	4.1e-39
232	TR	A0A7L1ZPC8	Insulin (Fragment) OS=Leiothrix lutea OX=36275 GN=Ins PE=3 SV=1	Leiothrix lutea	107	340	64.6	68.1	4.1e-39
233	TR	A0A7L2L311	Insulin (Fragment) OS=Zosterops hypoxanthus OX=2485327 GN=Ins PE=3 SV=1	Zosterops hypoxanthus	107	340	64.6	68.1	4.1e-39
234	TR	A0A7L4GH44	Insulin (Fragment) OS=Podargus strigoides OX=8905 GN=Ins PE=3 SV=1	Podargus strigoides	107	340	63.7	69.9	4.1e-39
235	TR	A0A7L0VHW6	Insulin (Fragment) OS=Leptocoma aspasia OX=2585812 GN=Ins PE=3 SV=1	Leptocoma aspasia	107	340	64.6	68.1	4.1e-39
236	TR	A0A7L1QRD9	Insulin (Fragment) OS=Cisticola juncidis OX=52622 GN=Ins PE=3 SV=1	Cisticola juncidis	107	340	64.6	69.0	4.1e-39
237	TR	A0A7K9RNX1	Insulin (Fragment) OS=Sterrhoptilus dennistouni OX=2585820 GN=Ins PE=3 SV=1	Sterrhoptilus dennistouni	107	340	64.6	68.1	4.1e-39
238	TR	A0A8C3P0I8	Insulin OS=Cyanoderma ruficeps OX=181631 PE=3 SV=1	Cyanoderma ruficeps	107	340	64.6	68.1	4.1e-39
239	TR	A0A7K9USJ9	Insulin (Fragment) OS=Anseranas semipalmata OX=8851 GN=Ins PE=3 SV=1	Anseranas semipalmata	107	340	63.7	69.0	4.1e-39
240	TR	A0A7K8KNN1	Insulin (Fragment) OS=Ardeotis kori OX=89386 GN=Ins PE=3 SV=1	Ardeotis kori	107	340	65.5	70.0	4.1e-39
241	TR	A0A8B9DA51	Insulin OS=Anser cygnoides OX=8845 GN=INS PE=3 SV=1	Anser cygnoides	107	340	64.6	69.9	4.1e-39
242	TR	A0A7L3IS33	Insulin (Fragment) OS=Pardalotus punctatus OX=254575 GN=Ins PE=3 SV=1	Pardalotus punctatus	107	340	64.6	69.0	4.1e-39
243	TR	A0A7K6DU13	Insulin (Fragment) OS=Origma solitaria OX=720586 GN=Ins PE=3 SV=1	Origma solitaria	107	340	64.6	69.0	4.1e-39
244	TR	A0A091HNM6	Insulin OS=Calypte anna OX=9244 GN=N300_06482 PE=3 SV=1	Calypte anna	107	340	63.7	70.8	4.1e-39
245	TR	A0A7K5JVQ0	Insulin (Fragment) OS=Mionectes macconnelli OX=254557 GN=Ins PE=3 SV=1	Mionectes macconnelli	107	340	64.6	69.0	4.1e-39
246	TR	A0A7K5IH13	Insulin (Fragment) OS=Toxostoma redivivum OX=99882 GN=Ins PE=3 SV=1	Toxostoma redivivum	107	340	65.5	69.0	4.1e-39
247	TR	A0A7L1TJR3	Insulin (Fragment) OS=Phainopepla nitens OX=161653 GN=Ins PE=3 SV=1	Phainopepla nitens	107	340	64.6	69.0	4.1e-39
248	TR	A0A8K1LNR6	Insulin OS=Zosterops borbonicus OX=364589 GN=HGM15179_006699 PE=3 SV=1	Zosterops borbonicus	107	340	64.6	68.1	4.1e-39
249	TR	A0A7L0NLX0	Insulin (Fragment) OS=Formicarius rufipectus OX=1118560 GN=Ins PE=3 SV=1	Formicarius rufipectus	107	340	64.6	69.0	4.1e-39
250	TR	A0A7K6TVK5	Insulin (Fragment) OS=Aegotheles bennettii OX=48278 GN=Ins PE=3 SV=1	Aegotheles bennettii	107	340	66.4	70.9	4.1e-39
