Hit	DB	Accession	Description	Organism	Length	Score(Bits)	Identities(%)	Positives(%)	E()
146	TR	A0A2Y9GP98	Serine/threonine-protein kinase mTOR OS=Neomonachus schauinslandi OX=29088 GN=MTOR PE=3 SV=1	Neomonachus schauinslandi	2557	12863	99.4	99.5	0.0
147	TR	A0A9L0SYL9	Serine/threonine-protein kinase mTOR OS=Equus caballus OX=9796 PE=3 SV=1	Equus caballus	2496	12860	99.6	99.7	0.0
148	TR	A0A8C6GZ72	Serine/threonine-protein kinase mTOR OS=Mus spicilegus OX=10103 PE=3 SV=1	Mus spicilegus	2520	12857	97.8	98.2	0.0
149	TR	A0A5F9CQR0	Serine/threonine-protein kinase mTOR OS=Oryctolagus cuniculus OX=9986 GN=MTOR PE=3 SV=1	Oryctolagus cuniculus	2520	12855	97.8	98.2	0.0
150	TR	A0A6P6GZC9	Serine/threonine-protein kinase mTOR OS=Puma concolor OX=9696 GN=MTOR PE=3 SV=1	Puma concolor	2638	12836	99.1	99.4	0.0
151	TR	A0A8L2Q797	Serine/threonine-protein kinase mTOR OS=Rattus norvegicus OX=10116 GN=Mtor PE=1 SV=1	Rattus norvegicus	2518	12804	99.0	99.4	0.0
152	TR	A0A8C6RZX0	Serine/threonine-protein kinase mTOR OS=Nannospalax galili OX=1026970 GN=Mtor PE=3 SV=1	Nannospalax galili	2525	12782	97.4	98.0	0.0
153	TR	F6S221	Serine/threonine-protein kinase mTOR OS=Ornithorhynchus anatinus OX=9258 GN=MTOR PE=3 SV=3	Ornithorhynchus anatinus	2542	12731	96.5	97.7	0.0
154	TR	A0A8C0IXA2	Serine/threonine-protein kinase TOR OS=Chelonoidis abingdonii OX=106734 GN=MTOR PE=3 SV=1	Chelonoidis abingdonii	2535	12729	96.4	98.0	0.0
155	TR	G1MZX7	Serine/threonine-protein kinase TOR OS=Meleagris gallopavo OX=9103 GN=MTOR PE=3 SV=3	Meleagris gallopavo	2536	12729	96.3	98.1	0.0
156	TR	A0A8C2U1B8	Serine/threonine-protein kinase TOR OS=Coturnix japonica OX=93934 GN=MTOR PE=3 SV=1	Coturnix japonica	2535	12724	96.3	98.0	0.0
157	TR	A0A4X2MC42	Serine/threonine-protein kinase mTOR OS=Vombatus ursinus OX=29139 GN=MTOR PE=3 SV=1	Vombatus ursinus	2521	12724	97.0	98.4	0.0
158	TR	A0A8C3QS39	Serine/threonine-protein kinase TOR OS=Cyanoderma ruficeps OX=181631 PE=3 SV=1	Cyanoderma ruficeps	2541	12723	96.7	98.3	0.0
159	TR	A0A8C3JYX3	Serine/threonine-protein kinase TOR OS=Calidris pygmaea OX=425635 PE=3 SV=1	Calidris pygmaea	2541	12718	96.3	97.9	0.0
160	TR	A0A8B9NPV7	Serine/threonine-protein kinase TOR OS=Accipiter nisus OX=211598 PE=3 SV=1	Accipiter nisus	2535	12716	96.3	98.0	0.0
161	TR	A0A8D2NZG0	Serine/threonine-protein kinase TOR OS=Zosterops lateralis melanops OX=1220523 PE=3 SV=1	Zosterops lateralis melanops	2530	12715	96.5	98.1	0.0
162	TR	A0A6P5JET8	Serine/threonine-protein kinase mTOR OS=Phascolarctos cinereus OX=38626 GN=MTOR PE=3 SV=1	Phascolarctos cinereus	2520	12715	97.0	98.4	0.0
163	TR	A0A8C5UCB8	Serine/threonine-protein kinase TOR OS=Malurus cyaneus samueli OX=2593467 PE=3 SV=1	Malurus cyaneus samueli	2535	12714	96.3	98.0	0.0
164	TR	A0A8C2U4T2	Serine/threonine-protein kinase TOR OS=Coturnix japonica OX=93934 GN=MTOR PE=3 SV=1	Coturnix japonica	2530	12713	96.6	98.3	0.0
165	TR	A0A8B9CN04	Serine/threonine-protein kinase TOR OS=Anser brachyrhynchus OX=132585 GN=MTOR PE=3 SV=1	Anser brachyrhynchus	2535	12712	96.3	98.0	0.0
166	TR	A0A8C5X9Q6	Serine/threonine-protein kinase TOR OS=Malurus cyaneus samueli OX=2593467 PE=3 SV=1	Malurus cyaneus samueli	2534	12711	96.3	98.0	0.0
167	TR	A0A8C6K336	Serine/threonine-protein kinase TOR OS=Melopsittacus undulatus OX=13146 GN=LOC101871662 PE=3 SV=2	Melopsittacus undulatus	2534	12711	96.5	98.1	0.0
168	TR	A0A851FA14	Serine/threonine-protein kinase TOR (Fragment) OS=Pitta sordida OX=9163 GN=Mtor PE=3 SV=1	Pitta sordida	2522	12711	96.6	98.3	0.0
169	TR	A0A8B9NJH5	Serine/threonine-protein kinase TOR OS=Accipiter nisus OX=211598 PE=3 SV=1	Accipiter nisus	2533	12710	96.3	98.0	0.0
170	TR	F1NUX4	Serine/threonine-protein kinase TOR OS=Gallus gallus OX=9031 GN=MTOR PE=1 SV=2	Gallus gallus	2521	12710	96.7	98.3	0.0
171	TR	A0A8C5UCR7	Serine/threonine-protein kinase TOR OS=Malurus cyaneus samueli OX=2593467 PE=3 SV=1	Malurus cyaneus samueli	2535	12709	96.4	98.0	0.0
172	TR	A0A669R923	Serine/threonine-protein kinase TOR OS=Phasianus colchicus OX=9054 GN=MTOR PE=3 SV=1	Phasianus colchicus	2521	12709	96.7	98.3	0.0
173	TR	A0A7K6G0R3	Serine/threonine-protein kinase TOR (Fragment) OS=Daphoenositta chrysoptera OX=254528 GN=Mtor PE=3 SV=1	Daphoenositta chrysoptera	2522	12709	96.6	98.2	0.0
174	TR	U3K6Q8	Serine/threonine-protein kinase TOR OS=Ficedula albicollis OX=59894 GN=MTOR PE=3 SV=2	Ficedula albicollis	2531	12709	96.3	98.0	0.0
175	TR	U3IIG0	Serine/threonine-protein kinase TOR OS=Anas platyrhynchos platyrhynchos OX=8840 GN=MTOR PE=3 SV=2	Anas platyrhynchos platyrhynchos	2538	12707	96.4	97.9	0.0
176	TR	A0A8C3CSU0	Serine/threonine-protein kinase TOR OS=Cairina moschata OX=8855 PE=3 SV=1	Cairina moschata	2537	12707	96.3	97.9	0.0
177	TR	A0A8C8B510	Serine/threonine-protein kinase TOR OS=Otus sunia OX=257818 PE=3 SV=1	Otus sunia	2521	12705	96.7	98.3	0.0
178	TR	A0A663LMW0	Serine/threonine-protein kinase TOR OS=Athene cunicularia OX=194338 GN=MTOR PE=3 SV=1	Athene cunicularia	2521	12705	96.7	98.3	0.0
179	TR	A0A8B9CL57	Serine/threonine-protein kinase TOR OS=Anser brachyrhynchus OX=132585 GN=MTOR PE=3 SV=1	Anser brachyrhynchus	2537	12705	96.3	97.9	0.0
180	TR	A0A8C3GWM7	Serine/threonine-protein kinase TOR OS=Corvus moneduloides OX=1196302 GN=MTOR PE=3 SV=2	Corvus moneduloides	2521	12705	96.6	98.3	0.0
181	TR	A0A8B9CPN4	Serine/threonine-protein kinase TOR OS=Anser brachyrhynchus OX=132585 GN=MTOR PE=3 SV=1	Anser brachyrhynchus	2537	12704	96.2	97.9	0.0
182	TR	A0A7K8YJI6	Serine/threonine-protein kinase TOR (Fragment) OS=Sakesphorus luctuosus OX=419690 GN=Mtor PE=3 SV=1	Sakesphorus luctuosus	2522	12703	96.6	98.2	0.0
183	TR	A0A6J0I3W8	Serine/threonine-protein kinase TOR OS=Lepidothrix coronata OX=321398 GN=MTOR PE=3 SV=1	Lepidothrix coronata	2521	12703	96.6	98.3	0.0
184	TR	A0A8C2U6A1	Serine/threonine-protein kinase TOR OS=Coturnix japonica OX=93934 GN=MTOR PE=3 SV=1	Coturnix japonica	2530	12703	96.5	98.3	0.0
185	TR	A0A8B9FI16	Serine/threonine-protein kinase TOR OS=Amazona collaria OX=241587 PE=3 SV=1	Amazona collaria	2521	12703	96.6	98.3	0.0
186	TR	A0A8B9NJL7	Serine/threonine-protein kinase TOR OS=Accipiter nisus OX=211598 PE=3 SV=1	Accipiter nisus	2536	12702	96.6	98.2	0.0
187	TR	A0A8C0I8B9	Serine/threonine-protein kinase TOR OS=Bubo bubo OX=30461 PE=3 SV=1	Bubo bubo	2521	12701	96.6	98.3	0.0
188	TR	A0A8C4KJ78	Serine/threonine-protein kinase TOR OS=Dromaius novaehollandiae OX=8790 GN=MTOR PE=3 SV=1	Dromaius novaehollandiae	2521	12700	96.6	98.2	0.0
189	TR	A0A663F6L4	Serine/threonine-protein kinase TOR OS=Aquila chrysaetos chrysaetos OX=223781 GN=MTOR PE=3 SV=1	Aquila chrysaetos chrysaetos	2521	12700	96.6	98.3	0.0
190	TR	A0A8C0AS74	Serine/threonine-protein kinase TOR OS=Buteo japonicus OX=224669 PE=3 SV=1	Buteo japonicus	2521	12700	96.6	98.3	0.0
191	TR	A0A8C3XBL9	Serine/threonine-protein kinase TOR OS=Cyanoderma ruficeps OX=181631 PE=3 SV=1	Cyanoderma ruficeps	2555	12698	96.2	97.7	0.0
192	TR	A0A8C3SB14	Serine/threonine-protein kinase TOR OS=Chelydra serpentina OX=8475 PE=3 SV=1	Chelydra serpentina	2533	12698	96.2	97.9	0.0
193	TR	A0A218UHR8	Serine/threonine-protein kinase TOR OS=Lonchura striata OX=40157 GN=MTOR PE=3 SV=1	Lonchura striata	2521	12698	96.6	98.2	0.0
194	TR	A0A8B9UNC1	Serine/threonine-protein kinase TOR OS=Anas zonorhyncha OX=75864 PE=3 SV=1	Anas zonorhyncha	2537	12698	96.3	97.9	0.0
195	TR	A0A8C3CQW8	Serine/threonine-protein kinase TOR OS=Cairina moschata OX=8855 PE=3 SV=1	Cairina moschata	2537	12697	96.3	97.9	0.0
196	TR	A0ABM4FQU9	Serine/threonine-protein kinase TOR OS=Apteryx mantelli OX=2696672 GN=MTOR PE=3 SV=1	Apteryx mantelli	2521	12696	96.6	98.2	0.0
197	TR	A0A7K6T1K5	Serine/threonine-protein kinase TOR (Fragment) OS=Caloenas nicobarica OX=187106 GN=Mtor PE=3 SV=1	Caloenas nicobarica	2521	12696	96.6	98.3	0.0
198	TR	G3WIT3	Serine/threonine-protein kinase mTOR OS=Sarcophilus harrisii OX=9305 GN=MTOR PE=3 SV=2	Sarcophilus harrisii	2520	12695	96.8	98.2	0.0
199	TR	A0A8C9MIP3	Serine/threonine-protein kinase TOR OS=Serinus canaria OX=9135 GN=MTOR PE=3 SV=1	Serinus canaria	2521	12694	96.6	98.2	0.0
200	TR	A0A6J3E6X3	Serine/threonine-protein kinase TOR OS=Aythya fuligula OX=219594 GN=MTOR PE=3 SV=1	Aythya fuligula	2521	12694	96.6	98.2	0.0
201	TR	A0A8C6K310	Serine/threonine-protein kinase TOR OS=Melopsittacus undulatus OX=13146 GN=LOC101871662 PE=3 SV=2	Melopsittacus undulatus	2539	12693	96.2	97.8	0.0
202	TR	A0A8C5IKG0	Serine/threonine-protein kinase TOR OS=Junco hyemalis OX=40217 PE=3 SV=1	Junco hyemalis	2521	12691	96.5	98.2	0.0
203	TR	A0A8B9E0A0	Serine/threonine-protein kinase TOR OS=Anser cygnoides OX=8845 GN=MTOR PE=3 SV=1	Anser cygnoides	2521	12691	96.6	98.2	0.0
204	TR	A0A6I9HRW2	Serine/threonine-protein kinase TOR OS=Geospiza fortis OX=48883 GN=MTOR PE=3 SV=1	Geospiza fortis	2521	12691	96.5	98.2	0.0
205	TR	A0A8C0K5M4	Serine/threonine-protein kinase mTOR OS=Canis lupus dingo OX=286419 GN=MTOR PE=3 SV=1	Canis lupus dingo	2527	12691	97.4	97.8	0.0
206	TR	K7FIV2	Serine/threonine-protein kinase TOR OS=Pelodiscus sinensis OX=13735 GN=MTOR PE=3 SV=1	Pelodiscus sinensis	2522	12688	96.5	98.1	0.0
207	TR	A0A8C4WBX8	Serine/threonine-protein kinase TOR OS=Gopherus evgoodei OX=1825980 GN=MTOR PE=3 SV=1	Gopherus evgoodei	2521	12687	96.5	98.2	0.0
208	TR	A0A8C6K1X6	Serine/threonine-protein kinase TOR OS=Melopsittacus undulatus OX=13146 GN=LOC101871662 PE=3 SV=2	Melopsittacus undulatus	2537	12685	96.2	97.8	0.0
209	TR	K7FIV9	Serine/threonine-protein kinase TOR OS=Pelodiscus sinensis OX=13735 GN=MTOR PE=3 SV=1	Pelodiscus sinensis	2521	12684	96.6	98.2	0.0
210	TR	A0A7L1WAN8	Serine/threonine-protein kinase TOR (Fragment) OS=Certhia brachydactyla OX=73330 GN=Mtor PE=3 SV=1	Certhia brachydactyla	2518	12683	96.7	98.3	0.0
211	TR	A0A7K8GZ98	Serine/threonine-protein kinase TOR (Fragment) OS=Orthonyx spaldingii OX=38397 GN=Mtor PE=3 SV=1	Orthonyx spaldingii	2518	12682	96.7	98.3	0.0
212	TR	A0A7K6CD31	Serine/threonine-protein kinase TOR (Fragment) OS=Ptilonorhynchus violaceus OX=28724 GN=Mtor PE=3 SV=1	Ptilonorhynchus violaceus	2518	12682	96.7	98.3	0.0
213	TR	A0A6J2HWC9	Serine/threonine-protein kinase TOR OS=Pipra filicauda OX=649802 GN=MTOR PE=3 SV=1	Pipra filicauda	2535	12682	96.1	97.8	0.0
214	TR	A0A8C0IXD1	Serine/threonine-protein kinase TOR OS=Chelonoidis abingdonii OX=106734 GN=MTOR PE=3 SV=1	Chelonoidis abingdonii	2539	12682	96.2	97.8	0.0
215	TR	A0A7L1DH89	Serine/threonine-protein kinase TOR (Fragment) OS=Serilophus lunatus OX=239386 GN=Mtor PE=3 SV=1	Serilophus lunatus	2518	12681	96.6	98.3	0.0
216	TR	A0A851C2Q3	Serine/threonine-protein kinase TOR (Fragment) OS=Calyptomena viridis OX=135972 GN=Mtor PE=3 SV=1	Calyptomena viridis	2518	12681	96.6	98.3	0.0
217	TR	A0A1V4KP20	Serine/threonine-protein kinase TOR OS=Patagioenas fasciata monilis OX=372326 GN=MTOR PE=3 SV=1	Patagioenas fasciata monilis	2574	12681	96.5	98.1	0.0
218	TR	A0A8C8B9D6	Serine/threonine-protein kinase TOR OS=Otus sunia OX=257818 PE=3 SV=1	Otus sunia	2535	12680	96.2	97.7	0.0
219	TR	A0A8C6K309	Serine/threonine-protein kinase TOR OS=Melopsittacus undulatus OX=13146 GN=LOC101871662 PE=3 SV=2	Melopsittacus undulatus	2534	12680	96.6	98.1	0.0
220	TR	A0A7K5RRY0	Serine/threonine-protein kinase TOR (Fragment) OS=Lanius ludovicianus OX=28713 GN=Mtor PE=3 SV=1	Lanius ludovicianus	2518	12680	96.6	98.3	0.0
221	TR	A0A851SAL9	Serine/threonine-protein kinase TOR (Fragment) OS=Certhia familiaris OX=73333 GN=Mtor PE=3 SV=1	Certhia familiaris	2518	12679	96.6	98.3	0.0
222	TR	A0A7L0IY22	Serine/threonine-protein kinase TOR (Fragment) OS=Piprites chloris OX=114369 GN=Mtor PE=3 SV=1	Piprites chloris	2518	12679	96.6	98.3	0.0
223	TR	A0A6J0I5Y3	Serine/threonine-protein kinase TOR OS=Lepidothrix coronata OX=321398 GN=MTOR PE=3 SV=1	Lepidothrix coronata	2535	12678	96.1	97.8	0.0
224	TR	A0A7K9PGD4	Serine/threonine-protein kinase TOR (Fragment) OS=Pachycephala philippinensis OX=449367 GN=Mtor PE=3 SV=1	Pachycephala philippinensis	2518	12678	96.6	98.2	0.0
225	TR	A0A0A0ASR0	Serine/threonine-protein kinase TOR OS=Charadrius vociferus OX=50402 GN=N301_11351 PE=3 SV=1	Charadrius vociferus	2517	12678	96.7	98.3	0.0
226	TR	A0A8B9IW13	Serine/threonine-protein kinase TOR OS=Amazona collaria OX=241587 PE=3 SV=1	Amazona collaria	2535	12678	96.1	97.7	0.0
227	TR	A0A7L1YQW3	Serine/threonine-protein kinase TOR (Fragment) OS=Scytalopus superciliaris OX=312124 GN=Mtor PE=3 SV=1	Scytalopus superciliaris	2518	12678	96.6	98.3	0.0
228	TR	A0A7K8QIC9	Serine/threonine-protein kinase TOR (Fragment) OS=Smithornis capensis OX=363769 GN=Mtor PE=3 SV=1	Smithornis capensis	2518	12677	96.6	98.3	0.0
229	TR	A0A7L2RR31	Serine/threonine-protein kinase TOR (Fragment) OS=Neodrepanis coruscans OX=254563 GN=Mtor PE=3 SV=1	Neodrepanis coruscans	2518	12677	96.6	98.3	0.0
230	TR	A0A7K9IWQ1	Serine/threonine-protein kinase TOR (Fragment) OS=Myiagra hebetior OX=381031 GN=Mtor PE=3 SV=1	Myiagra hebetior	2518	12677	96.6	98.3	0.0
231	TR	A0A7K7T4W8	Serine/threonine-protein kinase TOR (Fragment) OS=Sapayoa aenigma OX=239371 GN=Mtor PE=3 SV=1	Sapayoa aenigma	2518	12677	96.6	98.3	0.0
232	TR	A0A091FPK8	Serine/threonine-protein kinase TOR (Fragment) OS=Corvus brachyrhynchos OX=85066 GN=N302_14838 PE=3 SV=1	Corvus brachyrhynchos	2518	12676	96.6	98.2	0.0
233	TR	A0A087VGX9	Serine/threonine-protein kinase TOR OS=Balearica regulorum gibbericeps OX=100784 GN=N312_07948 PE=3 SV=1	Balearica regulorum gibbericeps	2517	12676	96.7	98.3	0.0
234	TR	A0A8K1LTB2	Serine/threonine-protein kinase TOR OS=Zosterops borbonicus OX=364589 GN=HGM15179_001934 PE=3 SV=1	Zosterops borbonicus	2577	12676	96.7	98.3	0.0
235	TR	A0A7K9EKS5	Serine/threonine-protein kinase TOR (Fragment) OS=Baryphthengus martii OX=176943 GN=Mtor PE=3 SV=1	Baryphthengus martii	2518	12676	96.6	98.2	0.0
236	TR	A0A7K6PHC1	Serine/threonine-protein kinase TOR (Fragment) OS=Ifrita kowaldi OX=461245 GN=Mtor PE=3 SV=1	Ifrita kowaldi	2518	12676	96.6	98.2	0.0
237	TR	A0A7K7Y2G4	Serine/threonine-protein kinase TOR (Fragment) OS=Thryothorus ludovicianus OX=74200 GN=Mtor PE=3 SV=1	Thryothorus ludovicianus	2518	12676	96.6	98.2	0.0
238	TR	A0A8C0EE88	Serine/threonine-protein kinase TOR OS=Bubo bubo OX=30461 PE=3 SV=1	Bubo bubo	2535	12676	96.1	97.7	0.0
239	TR	A0A7L0ZG57	Serine/threonine-protein kinase TOR (Fragment) OS=Oxyruncus cristatus OX=114331 GN=Mtor PE=3 SV=1	Oxyruncus cristatus	2518	12675	96.6	98.3	0.0
240	TR	A0A8C4KSN6	Serine/threonine-protein kinase TOR OS=Dromaius novaehollandiae OX=8790 GN=MTOR PE=3 SV=1	Dromaius novaehollandiae	2535	12675	96.1	97.7	0.0
241	TR	A0A7K8W2W9	Serine/threonine-protein kinase TOR (Fragment) OS=Sclerurus mexicanus OX=265632 GN=Mtor PE=3 SV=1	Sclerurus mexicanus	2518	12675	96.6	98.3	0.0
242	TR	A0A7K9VZ59	Serine/threonine-protein kinase TOR (Fragment) OS=Rhipidura dahli OX=667186 GN=Mtor PE=3 SV=1	Rhipidura dahli	2518	12674	96.6	98.3	0.0
243	TR	A0A7K5JU41	Serine/threonine-protein kinase TOR (Fragment) OS=Mionectes macconnelli OX=254557 GN=Mtor PE=3 SV=1	Mionectes macconnelli	2518	12674	96.6	98.3	0.0
244	TR	A0A7K6JPY2	Serine/threonine-protein kinase TOR (Fragment) OS=Oreocharis arfaki OX=979223 GN=Mtor PE=3 SV=1	Oreocharis arfaki	2518	12674	96.6	98.2	0.0
245	TR	A0A7K7CD71	Serine/threonine-protein kinase TOR (Fragment) OS=Aphelocoma coerulescens OX=39617 GN=Mtor PE=3 SV=1	Aphelocoma coerulescens	2518	12674	96.6	98.3	0.0
246	TR	A0A7L0XI35	Serine/threonine-protein kinase TOR (Fragment) OS=Tyrannus savana OX=137541 GN=Mtor PE=3 SV=1	Tyrannus savana	2518	12674	96.6	98.3	0.0
247	TR	A0A7L0MLU1	Serine/threonine-protein kinase TOR (Fragment) OS=Amazona guildingii OX=175529 GN=Mtor PE=3 SV=1	Amazona guildingii	2517	12673	96.7	98.3	0.0
248	TR	A0A7K5XY67	Serine/threonine-protein kinase TOR (Fragment) OS=Dromas ardeola OX=458190 GN=Mtor PE=3 SV=1	Dromas ardeola	2518	12673	96.7	98.3	0.0
249	TR	A0A7L0HHV0	Serine/threonine-protein kinase TOR (Fragment) OS=Arenaria interpres OX=54971 GN=Mtor PE=3 SV=1	Arenaria interpres	2517	12673	96.7	98.3	0.0
250	TR	A0A7L2Z4I4	Serine/threonine-protein kinase TOR (Fragment) OS=Jacana jacana OX=54508 GN=Mtor PE=3 SV=1	Jacana jacana	2517	12673	96.7	98.3	0.0
